'sample interval','ECG1','ECG2'
2278546,2.400,-1.770
2278547,2.385,-1.770
2278548,2.380,-1.760
2278549,2.370,-1.705
2278550,2.400,-1.705
2278551,2.385,-1.730
2278552,2.385,-1.715
2278553,2.370,-1.700
2278554,2.380,-1.655
2278555,2.355,-1.560
2278556,2.365,-1.495
2278557,2.365,-1.405
2278558,2.365,-1.320
2278559,2.365,-1.265
2278560,2.370,-1.220
2278561,2.365,-1.230
2278562,2.385,-1.215
2278563,2.365,-1.185
2278564,2.365,-1.150
2278565,2.360,-1.120
2278566,2.345,-1.130
2278567,2.340,-1.110
2278568,2.355,-1.060
2278569,2.355,-1.060
2278570,2.355,-1.080
2278571,2.335,-1.095
2278572,2.335,-1.090
2278573,2.325,-1.075
2278574,2.335,-1.115
2278575,2.320,-1.130
2278576,2.340,-1.110
2278577,2.325,-1.100
2278578,2.325,-1.090
2278579,2.315,-1.095
2278580,2.320,-1.075
2278581,2.330,-1.065
2278582,2.310,-1.050
2278583,2.305,-1.050
2278584,2.300,-1.050
2278585,2.295,-1.045
2278586,2.300,-1.030
2278587,2.295,-1.025
2278588,2.285,-1.015
2278589,2.280,-1.020
2278590,2.295,-1.015
2278591,2.285,-0.995
2278592,2.265,-1.005
2278593,2.265,-0.935
2278594,2.265,-0.910
2278595,2.285,-0.885
2278596,2.260,-0.900
2278597,2.250,-0.880
2278598,2.260,-0.815
2278599,2.250,-0.770
2278600,2.240,-0.735
2278601,2.250,-0.725
2278602,2.260,-0.700
2278603,2.270,-0.680
2278604,2.240,-0.645
2278605,2.245,-0.675
2278606,2.230,-0.690
2278607,2.230,-0.660
2278608,2.245,-0.685
2278609,2.235,-0.715
2278610,2.215,-0.720
2278611,2.205,-0.720
2278612,2.210,-0.725
2278613,2.215,-0.725
2278614,2.190,-0.710
2278615,2.200,-0.735
2278616,2.210,-0.750
2278617,2.205,-0.750
2278618,2.165,-0.720
2278619,2.180,-0.740
2278620,2.170,-0.745
2278621,2.175,-0.755
2278622,2.175,-0.715
2278623,2.170,-0.690
2278624,2.155,-0.710
2278625,2.155,-0.800
2278626,2.150,-0.805
2278627,2.145,-0.815
2278628,2.135,-0.805
2278629,2.140,-0.815
2278630,2.110,-0.855
2278631,2.125,-0.880
2278632,2.135,-0.875
2278633,2.100,-0.895
2278634,2.115,-0.915
2278635,2.125,-0.920
2278636,2.110,-0.900
2278637,2.120,-0.900
2278638,2.115,-0.885
2278639,2.110,-0.900
2278640,2.105,-0.890
2278641,2.105,-0.880
2278642,2.120,-0.860
2278643,2.115,-0.810
2278644,2.095,-0.795
2278645,2.095,-0.780
2278646,2.100,-0.755
2278647,2.115,-0.725
2278648,2.090,-0.710
2278649,2.070,-0.695
2278650,2.065,-0.675
2278651,2.060,-0.705
2278652,2.035,-0.690
2278653,2.045,-0.700
2278654,2.040,-0.715
2278655,2.070,-0.710
2278656,2.065,-0.690
2278657,2.040,-0.705
2278658,2.025,-0.690
2278659,2.000,-0.680
2278660,2.035,-0.695
2278661,2.020,-0.695
2278662,2.025,-0.700
2278663,2.010,-0.675
2278664,2.010,-0.670
2278665,1.995,-0.640
2278666,2.000,-0.655
2278667,2.010,-0.665
2278668,1.975,-0.690
2278669,1.990,-0.730
2278670,1.990,-0.720
2278671,1.980,-0.735
2278672,1.975,-0.740
2278673,1.985,-0.755
2278674,1.955,-0.750
2278675,1.975,-0.735
2278676,1.970,-0.700
2278677,1.980,-0.720
2278678,1.985,-0.715
2278679,1.980,-0.715
2278680,1.965,-0.720
2278681,1.970,-0.670
2278682,1.970,-0.640
2278683,1.960,-0.620
2278684,1.950,-0.625
2278685,1.945,-0.630
2278686,1.960,-0.610
2278687,1.975,-0.600
2278688,1.950,-0.555
2278689,1.945,-0.500
2278690,1.940,-0.345
2278691,1.920,-0.155
2278692,1.950,0.095
2278693,1.940,0.365
2278694,1.920,0.570
2278695,1.905,0.765
2278696,1.890,0.990
2278697,1.865,1.215
2278698,1.705,1.385
2278699,1.450,1.445
2278700,1.175,1.480
2278701,1.140,1.445
2278702,1.210,1.350
2278703,1.360,1.265
2278704,1.485,1.185
2278705,1.540,1.025
2278706,1.570,0.855
2278707,1.655,0.710
2278708,1.715,0.635
2278709,1.745,0.580
2278710,1.740,0.520
2278711,1.765,0.345
2278712,1.770,-0.015
2278713,1.785,-0.420
2278714,1.785,-0.705
2278715,1.770,-0.835
2278716,1.785,-0.940
2278717,1.790,-0.945
2278718,1.790,-0.965
2278719,1.795,-1.005
2278720,1.790,-1.025
2278721,1.790,-0.975
2278722,1.790,-0.935
2278723,1.790,-0.910
2278724,1.770,-0.905
2278725,1.765,-0.905
2278726,1.780,-0.910
2278727,1.775,-0.870
2278728,1.770,-0.865
2278729,1.760,-0.865
2278730,1.750,-0.845
2278731,1.745,-0.815
2278732,1.760,-0.800
2278733,1.750,-0.800
2278734,1.760,-0.790
2278735,1.745,-0.785
2278736,1.740,-0.760
2278737,1.740,-0.760
2278738,1.760,-0.765
2278739,1.740,-0.745
2278740,1.735,-0.750
2278741,1.720,-0.755
2278742,1.735,-0.745
2278743,1.740,-0.745
2278744,1.725,-0.755
2278745,1.720,-0.760
2278746,1.725,-0.795
2278747,1.720,-0.850
2278748,1.725,-0.880
2278749,1.715,-0.845
2278750,1.715,-0.880
2278751,1.710,-0.855
2278752,1.705,-0.830
2278753,1.705,-0.800
2278754,1.690,-0.800
2278755,1.700,-0.795
2278756,1.685,-0.780
2278757,1.675,-0.765
2278758,1.680,-0.750
2278759,1.675,-0.740
2278760,1.660,-0.750
2278761,1.680,-0.695
2278762,1.655,-0.680
2278763,1.660,-0.665
2278764,1.635,-0.620
2278765,1.645,-0.585
2278766,1.665,-0.575
2278767,1.655,-0.545
2278768,1.660,-0.535
2278769,1.650,-0.490
2278770,1.640,-0.485
2278771,1.640,-0.480
2278772,1.630,-0.430
2278773,1.640,-0.420
2278774,1.640,-0.435
2278775,1.620,-0.440
2278776,1.620,-0.440
2278777,1.610,-0.455
2278778,1.620,-0.470
2278779,1.630,-0.480
2278780,1.615,-0.490
2278781,1.610,-0.520
2278782,1.625,-0.545
2278783,1.610,-0.580
2278784,1.600,-0.585
2278785,1.590,-0.605
2278786,1.600,-0.605
2278787,1.585,-0.595
2278788,1.585,-0.585
2278789,1.585,-0.605
2278790,1.575,-0.595
2278791,1.575,-0.565
2278792,1.595,-0.580
2278793,1.580,-0.595
2278794,1.540,-0.615
2278795,1.535,-0.620
2278796,1.545,-0.650
2278797,1.545,-0.650
2278798,1.560,-0.670
2278799,1.530,-0.690
2278800,1.535,-0.660
2278801,1.530,-0.620
2278802,1.540,-0.630
2278803,1.525,-0.645
2278804,1.515,-0.650
2278805,1.500,-0.640
2278806,1.510,-0.655
2278807,1.505,-0.625
2278808,1.485,-0.620
2278809,1.510,-0.600
2278810,1.480,-0.585
2278811,1.500,-0.600
2278812,1.495,-0.640
2278813,1.500,-0.605
2278814,1.490,-0.600
2278815,1.480,-0.555
2278816,1.480,-0.595
2278817,1.475,-0.620
2278818,1.465,-0.630
2278819,1.465,-0.640
2278820,1.465,-0.640
2278821,1.455,-0.675
2278822,1.455,-0.690
2278823,1.470,-0.695
2278824,1.430,-0.680
2278825,1.420,-0.655
2278826,1.460,-0.605
2278827,1.445,-0.580
2278828,1.435,-0.560
2278829,1.450,-0.530
2278830,1.425,-0.535
2278831,1.440,-0.505
2278832,1.445,-0.445
2278833,1.445,-0.355
2278834,1.430,-0.175
2278835,1.415,0.115
2278836,1.405,0.500
2278837,1.410,0.765
2278838,1.405,1.010
2278839,1.395,1.210
2278840,1.255,1.415
2278841,0.915,1.575
2278842,0.510,1.620
2278843,0.120,1.560
2278844,0.020,1.510
2278845,0.155,1.420
2278846,0.335,1.310
2278847,0.480,1.190
2278848,0.540,1.035
2278849,0.595,0.895
2278850,0.735,0.765
2278851,0.860,0.725
2278852,0.890,0.745
2278853,0.945,0.775
2278854,1.030,0.675
2278855,1.100,0.355
2278856,1.125,-0.120
2278857,1.155,-0.495
2278858,1.195,-0.730
2278859,1.200,-0.865
2278860,1.220,-0.900
2278861,1.255,-0.915
2278862,1.260,-0.935
2278863,1.265,-0.910
2278864,1.285,-0.850
2278865,1.270,-0.815
2278866,1.300,-0.835
2278867,1.305,-0.825
2278868,1.295,-0.800
2278869,1.285,-0.785
2278870,1.260,-0.745
2278871,1.265,-0.725
2278872,1.275,-0.740
2278873,1.275,-0.740
2278874,1.250,-0.715
2278875,1.250,-0.665
2278876,1.230,-0.665
2278877,1.260,-0.655
2278878,1.240,-0.625
2278879,1.240,-0.640
2278880,1.240,-0.630
2278881,1.245,-0.635
2278882,1.225,-0.605
2278883,1.235,-0.605
2278884,1.195,-0.595
2278885,1.195,-0.605
2278886,1.220,-0.615
2278887,1.210,-0.610
2278888,1.215,-0.595
2278889,1.180,-0.580
2278890,1.195,-0.620
2278891,1.205,-0.650
2278892,1.210,-0.710
2278893,1.185,-0.700
2278894,1.190,-0.690
2278895,1.200,-0.665
2278896,1.200,-0.645
2278897,1.180,-0.650
2278898,1.170,-0.650
2278899,1.170,-0.645
2278900,1.170,-0.580
2278901,1.155,-0.530
2278902,1.165,-0.495
2278903,1.140,-0.485
2278904,1.140,-0.480
2278905,1.140,-0.445
2278906,1.125,-0.435
2278907,1.120,-0.420
2278908,1.115,-0.390
2278909,1.105,-0.350
2278910,1.100,-0.310
2278911,1.105,-0.270
2278912,1.090,-0.295
2278913,1.090,-0.290
2278914,1.090,-0.290
2278915,1.080,-0.280
2278916,1.090,-0.260
2278917,1.095,-0.290
2278918,1.055,-0.305
2278919,1.045,-0.310
2278920,1.065,-0.320
2278921,1.045,-0.350
2278922,1.050,-0.390
2278923,1.055,-0.415
2278924,1.035,-0.420
2278925,1.015,-0.410
2278926,1.010,-0.435
2278927,1.025,-0.475
2278928,1.025,-0.485
2278929,1.005,-0.525
2278930,0.975,-0.555
2278931,0.995,-0.545
2278932,0.980,-0.580
2278933,1.000,-0.600
2278934,0.955,-0.595
2278935,0.985,-0.595
2278936,0.960,-0.595
2278937,0.960,-0.560
2278938,0.925,-0.560
2278939,0.945,-0.565
2278940,0.920,-0.565
2278941,0.925,-0.545
2278942,0.950,-0.540
2278943,0.935,-0.510
2278944,0.910,-0.505
2278945,0.925,-0.525
2278946,0.910,-0.515
2278947,0.900,-0.515
2278948,0.920,-0.515
2278949,0.890,-0.520
2278950,0.890,-0.485
2278951,0.880,-0.465
2278952,0.920,-0.455
2278953,0.870,-0.400
2278954,0.870,-0.385
2278955,0.875,-0.380
2278956,0.885,-0.325
2278957,0.875,-0.320
2278958,0.865,-0.325
2278959,0.845,-0.340
2278960,0.845,-0.340
2278961,0.850,-0.330
2278962,0.840,-0.345
2278963,0.860,-0.375
2278964,0.850,-0.390
2278965,0.845,-0.395
2278966,0.835,-0.400
2278967,0.825,-0.440
2278968,0.815,-0.450
2278969,0.840,-0.455
2278970,0.815,-0.440
2278971,0.815,-0.420
2278972,0.800,-0.445
2278973,0.825,-0.460
2278974,0.815,-0.490
2278975,0.795,-0.510
2278976,0.795,-0.480
2278977,0.800,-0.500
2278978,0.775,-0.515
2278979,0.775,-0.505
2278980,0.785,-0.490
2278981,0.760,-0.450
2278982,0.770,-0.460
2278983,0.765,-0.495
2278984,0.770,-0.510
2278985,0.790,-0.450
2278986,0.770,-0.420
2278987,0.760,-0.405
2278988,0.765,-0.395
2278989,0.775,-0.360
2278990,0.770,-0.340
2278991,0.760,-0.330
2278992,0.745,-0.320
2278993,0.765,-0.310
2278994,0.760,-0.320
2278995,0.750,-0.335
2278996,0.760,-0.335
2278997,0.755,-0.345
2278998,0.740,-0.350
2278999,0.750,-0.360
2279000,0.750,-0.355
2279001,0.720,-0.340
2279002,0.735,-0.335
2279003,0.735,-0.335
2279004,0.750,-0.320
2279005,0.770,-0.330
2279006,0.750,-0.340
2279007,0.740,-0.260
2279008,0.730,-0.110
2279009,0.745,0.175
2279010,0.740,0.615
2279011,0.740,1.025
2279012,0.745,1.275
2279013,0.690,1.485
2279014,0.380,1.700
2279015,-0.145,1.835
2279016,-0.680,1.925
2279017,-1.150,1.925
2279018,-1.470,1.830
2279019,-1.505,1.740
2279020,-1.390,1.600
2279021,-1.140,1.420
2279022,-1.025,1.295
2279023,-0.905,1.150
2279024,-0.700,1.035
2279025,-0.545,1.030
2279026,-0.405,1.075
2279027,-0.300,1.120
2279028,-0.170,1.030
2279029,-0.030,0.720
2279030,0.075,0.235
2279031,0.175,-0.160
2279032,0.235,-0.385
2279033,0.325,-0.545
2279034,0.405,-0.585
2279035,0.450,-0.625
2279036,0.525,-0.670
2279037,0.565,-0.670
2279038,0.600,-0.595
2279039,0.635,-0.600
2279040,0.635,-0.615
2279041,0.655,-0.630
2279042,0.685,-0.670
2279043,0.670,-0.700
2279044,0.680,-0.695
2279045,0.650,-0.680
2279046,0.665,-0.700
2279047,0.680,-0.690
2279048,0.680,-0.665
2279049,0.670,-0.655
2279050,0.670,-0.625
2279051,0.690,-0.600
2279052,0.665,-0.575
2279053,0.670,-0.545
2279054,0.670,-0.540
2279055,0.665,-0.545
2279056,0.645,-0.555
2279057,0.695,-0.530
2279058,0.660,-0.465
2279059,0.680,-0.475
2279060,0.665,-0.475
2279061,0.670,-0.500
2279062,0.680,-0.500
2279063,0.680,-0.475
2279064,0.630,-0.440
2279065,0.645,-0.445
2279066,0.655,-0.430
2279067,0.655,-0.430
2279068,0.650,-0.390
2279069,0.665,-0.415
2279070,0.670,-0.455
2279071,0.665,-0.460
2279072,0.660,-0.450
2279073,0.675,-0.435
2279074,0.660,-0.460
2279075,0.665,-0.450
2279076,0.665,-0.440
2279077,0.665,-0.425
2279078,0.685,-0.415
2279079,0.665,-0.390
2279080,0.680,-0.390
2279081,0.670,-0.365
2279082,0.670,-0.305
2279083,0.670,-0.260
2279084,0.660,-0.235
2279085,0.660,-0.180
2279086,0.650,-0.160
2279087,0.645,-0.160
2279088,0.650,-0.160
2279089,0.655,-0.135
2279090,0.625,-0.130
2279091,0.635,-0.160
2279092,0.640,-0.150
2279093,0.630,-0.140
2279094,0.600,-0.145
2279095,0.615,-0.155
2279096,0.600,-0.170
2279097,0.600,-0.155
2279098,0.590,-0.155
2279099,0.565,-0.120
2279100,0.565,-0.110
2279101,0.570,-0.105
2279102,0.575,-0.115
2279103,0.540,-0.140
2279104,0.545,-0.140
2279105,0.540,-0.160
2279106,0.515,-0.155
2279107,0.520,-0.175
2279108,0.500,-0.180
2279109,0.510,-0.180
2279110,0.510,-0.205
2279111,0.520,-0.190
2279112,0.510,-0.215
2279113,0.505,-0.235
2279114,0.495,-0.310
2279115,0.500,-0.300
2279116,0.475,-0.325
2279117,0.490,-0.360
2279118,0.495,-0.355
2279119,0.480,-0.310
2279120,0.495,-0.290
2279121,0.505,-0.300
2279122,0.470,-0.310
2279123,0.505,-0.310
2279124,0.490,-0.310
2279125,0.490,-0.300
2279126,0.520,-0.320
2279127,0.505,-0.325
2279128,0.500,-0.295
2279129,0.505,-0.245
2279130,0.520,-0.235
2279131,0.475,-0.225
2279132,0.500,-0.220
2279133,0.520,-0.205
2279134,0.520,-0.130
2279135,0.505,0.015
2279136,0.515,0.260
2279137,0.520,0.565
2279138,0.530,0.885
2279139,0.560,1.130
2279140,0.490,1.360
2279141,0.255,1.625
2279142,-0.320,1.830
2279143,-0.900,1.985
2279144,-1.410,2.050
2279145,-1.710,2.030
2279146,-1.775,2.000
2279147,-1.615,1.920
2279148,-1.475,1.815
2279149,-1.330,1.710
2279150,-1.230,1.530
2279151,-1.065,1.360
2279152,-0.850,1.275
2279153,-0.735,1.235
2279154,-0.590,1.180
2279155,-0.440,1.040
2279156,-0.315,0.655
2279157,-0.235,0.175
2279158,-0.185,-0.170
2279159,-0.110,-0.395
2279160,0.005,-0.495
2279161,0.100,-0.490
2279162,0.180,-0.500
2279163,0.255,-0.515
2279164,0.345,-0.525
2279165,0.400,-0.525
2279166,0.450,-0.510
2279167,0.445,-0.480
2279168,0.450,-0.485
2279169,0.485,-0.455
2279170,0.480,-0.470
2279171,0.500,-0.495
2279172,0.505,-0.470
2279173,0.490,-0.420
2279174,0.480,-0.345
2279175,0.515,-0.335
2279176,0.495,-0.320
2279177,0.510,-0.305
2279178,0.505,-0.305
2279179,0.530,-0.290
2279180,0.520,-0.305
2279181,0.535,-0.280
2279182,0.535,-0.260
2279183,0.555,-0.265
2279184,0.530,-0.280
2279185,0.555,-0.320
2279186,0.545,-0.325
2279187,0.535,-0.345
2279188,0.555,-0.375
2279189,0.550,-0.390
2279190,0.565,-0.440
2279191,0.545,-0.475
2279192,0.550,-0.495
2279193,0.540,-0.490
2279194,0.555,-0.455
2279195,0.555,-0.450
2279196,0.555,-0.480
2279197,0.565,-0.485
2279198,0.530,-0.495
2279199,0.550,-0.465
2279200,0.560,-0.440
2279201,0.540,-0.400
2279202,0.515,-0.380
2279203,0.515,-0.330
2279204,0.515,-0.300
2279205,0.515,-0.270
2279206,0.515,-0.245
2279207,0.505,-0.220
2279208,0.500,-0.195
2279209,0.490,-0.130
2279210,0.470,-0.065
2279211,0.470,-0.040
2279212,0.460,-0.040
2279213,0.455,0.005
2279214,0.450,0.035
2279215,0.440,0.010
2279216,0.440,0.000
2279217,0.425,-0.015
2279218,0.405,-0.010
2279219,0.410,0.005
2279220,0.395,0.000
2279221,0.380,-0.005
2279222,0.360,-0.025
2279223,0.370,-0.050
2279224,0.360,-0.050
2279225,0.375,-0.065
2279226,0.340,-0.085
2279227,0.355,-0.125
2279228,0.355,-0.125
2279229,0.345,-0.155
2279230,0.315,-0.155
2279231,0.340,-0.190
2279232,0.320,-0.170
2279233,0.300,-0.160
2279234,0.300,-0.140
2279235,0.295,-0.140
2279236,0.325,-0.170
2279237,0.330,-0.230
2279238,0.310,-0.245
2279239,0.335,-0.240
2279240,0.330,-0.255
2279241,0.315,-0.200
2279242,0.325,-0.210
2279243,0.335,-0.210
2279244,0.335,-0.210
2279245,0.305,-0.240
2279246,0.265,-0.225
2279247,0.280,-0.215
2279248,0.270,-0.210
2279249,0.240,-0.160
2279250,0.240,-0.130
2279251,0.225,-0.115
2279252,0.230,-0.120
2279253,0.260,-0.095
2279254,0.240,-0.115
2279255,0.235,-0.110
2279256,0.280,-0.060
2279257,0.260,-0.060
2279258,0.260,-0.040
2279259,0.280,-0.040
2279260,0.260,-0.030
2279261,0.270,-0.050
2279262,0.265,-0.065
2279263,0.255,-0.105
2279264,0.275,-0.130
2279265,0.265,-0.135
2279266,0.235,-0.120
2279267,0.245,-0.145
2279268,0.240,-0.170
2279269,0.225,-0.175
2279270,0.225,-0.145
2279271,0.225,-0.145
2279272,0.225,-0.160
2279273,0.205,-0.155
2279274,0.225,-0.160
2279275,0.245,-0.150
2279276,0.230,-0.150
2279277,0.220,-0.165
2279278,0.220,-0.195
2279279,0.245,-0.210
2279280,0.230,-0.225
2279281,0.245,-0.220
2279282,0.210,-0.190
2279283,0.210,-0.195
2279284,0.225,-0.190
2279285,0.205,-0.160
2279286,0.200,-0.155
2279287,0.215,-0.130
2279288,0.200,-0.140
2279289,0.205,-0.120
2279290,0.195,-0.105
2279291,0.180,-0.115
2279292,0.165,-0.090
2279293,0.175,-0.075
2279294,0.180,-0.050
2279295,0.160,-0.030
2279296,0.170,-0.030
2279297,0.170,0.025
2279298,0.170,0.190
2279299,0.185,0.390
2279300,0.235,0.670
2279301,0.275,0.915
2279302,0.265,1.130
2279303,0.105,1.325
2279304,-0.295,1.495
2279305,-0.985,1.645
2279306,-1.590,1.780
2279307,-2.125,1.820
2279308,-2.465,1.815
2279309,-2.530,1.785
2279310,-2.415,1.725
2279311,-2.220,1.635
2279312,-2.015,1.545
2279313,-1.910,1.415
2279314,-1.735,1.335
2279315,-1.520,1.295
2279316,-1.365,1.240
2279317,-1.210,1.200
2279318,-1.055,1.095
2279319,-0.880,0.820
2279320,-0.765,0.380
2279321,-0.675,-0.010
2279322,-0.555,-0.245
2279323,-0.440,-0.350
2279324,-0.305,-0.405
2279325,-0.210,-0.400
2279326,-0.105,-0.385
2279327,-0.005,-0.360
2279328,0.085,-0.335
2279329,0.185,-0.330
2279330,0.215,-0.335
2279331,0.265,-0.320
2279332,0.270,-0.310
2279333,0.270,-0.360
2279334,0.280,-0.365
2279335,0.295,-0.335
2279336,0.335,-0.355
2279337,0.320,-0.385
2279338,0.295,-0.395
2279339,0.345,-0.360
2279340,0.340,-0.350
2279341,0.340,-0.380
2279342,0.360,-0.410
2279343,0.370,-0.395
2279344,0.345,-0.370
2279345,0.355,-0.375
2279346,0.370,-0.360
2279347,0.380,-0.345
2279348,0.360,-0.320
2279349,0.405,-0.270
2279350,0.425,-0.260
2279351,0.440,-0.230
2279352,0.425,-0.240
2279353,0.440,-0.285
2279354,0.455,-0.320
2279355,0.435,-0.335
2279356,0.440,-0.275
2279357,0.465,-0.265
2279358,0.490,-0.260
2279359,0.480,-0.250
2279360,0.470,-0.260
2279361,0.480,-0.255
2279362,0.505,-0.250
2279363,0.485,-0.240
2279364,0.520,-0.220
2279365,0.500,-0.195
2279366,0.505,-0.195
2279367,0.530,-0.195
2279368,0.500,-0.175
2279369,0.495,-0.145
2279370,0.475,-0.125
2279371,0.465,-0.100
2279372,0.460,-0.060
2279373,0.445,-0.050
2279374,0.425,-0.045
2279375,0.410,-0.025
2279376,0.395,-0.005
2279377,0.385,-0.030
2279378,0.355,-0.045
2279379,0.345,-0.060
2279380,0.320,-0.070
2279381,0.305,-0.075
2279382,0.270,-0.105
2279383,0.235,-0.135
2279384,0.215,-0.150
2279385,0.220,-0.115
2279386,0.190,-0.100
2279387,0.175,-0.080
2279388,0.175,-0.060
2279389,0.165,-0.075
2279390,0.180,-0.120
2279391,0.145,-0.160
2279392,0.150,-0.160
2279393,0.150,-0.160
2279394,0.120,-0.130
2279395,0.110,-0.120
2279396,0.090,-0.125
2279397,0.105,-0.120
2279398,0.100,-0.105
2279399,0.120,-0.095
2279400,0.105,-0.090
2279401,0.140,-0.100
2279402,0.140,-0.100
2279403,0.135,-0.095
2279404,0.110,-0.085
2279405,0.125,-0.080
2279406,0.135,-0.075
2279407,0.125,-0.050
2279408,0.135,-0.100
2279409,0.120,-0.130
2279410,0.100,-0.135
2279411,0.095,-0.125
2279412,0.090,-0.120
2279413,0.045,-0.120
2279414,0.070,-0.125
2279415,0.070,-0.160
2279416,0.075,-0.185
2279417,0.055,-0.215
2279418,0.035,-0.240
2279419,0.075,-0.245
2279420,0.035,-0.275
2279421,0.040,-0.275
2279422,0.020,-0.285
2279423,0.025,-0.255
2279424,0.025,-0.245
2279425,0.005,-0.175
2279426,0.000,-0.020
2279427,0.035,0.155
2279428,0.040,0.330
2279429,0.095,0.510
2279430,0.150,0.685
2279431,0.105,0.815
2279432,-0.155,1.000
2279433,-0.675,1.250
2279434,-1.335,1.460
2279435,-1.850,1.585
2279436,-2.340,1.630
2279437,-2.670,1.610
2279438,-2.705,1.575
2279439,-2.585,1.500
2279440,-2.390,1.415
2279441,-2.265,1.300
2279442,-2.185,1.145
2279443,-2.035,1.050
2279444,-1.845,1.000
2279445,-1.710,0.950
2279446,-1.550,0.925
2279447,-1.415,0.800
2279448,-1.260,0.450
2279449,-1.145,0.000
2279450,-1.040,-0.300
2279451,-0.970,-0.460
2279452,-0.850,-0.520
2279453,-0.710,-0.500
2279454,-0.590,-0.500
2279455,-0.430,-0.530
2279456,-0.230,-0.510
2279457,-0.110,-0.485
2279458,-0.010,-0.460
2279459,0.070,-0.480
2279460,0.105,-0.460
2279461,0.115,-0.435
2279462,0.145,-0.425
2279463,0.175,-0.430
2279464,0.180,-0.440
2279465,0.185,-0.420
2279466,0.195,-0.420
2279467,0.225,-0.415
2279468,0.220,-0.390
2279469,0.240,-0.355
2279470,0.210,-0.325
2279471,0.205,-0.310
2279472,0.220,-0.275
2279473,0.215,-0.260
2279474,0.240,-0.240
2279475,0.255,-0.225
2279476,0.265,-0.210
2279477,0.280,-0.185
2279478,0.300,-0.190
2279479,0.295,-0.195
2279480,0.325,-0.190
2279481,0.325,-0.160
2279482,0.340,-0.150
2279483,0.345,-0.160
2279484,0.350,-0.215
2279485,0.355,-0.200
2279486,0.375,-0.190
2279487,0.375,-0.230
2279488,0.380,-0.255
2279489,0.380,-0.300
2279490,0.390,-0.300
2279491,0.380,-0.315
2279492,0.405,-0.340
2279493,0.390,-0.355
2279494,0.395,-0.350
2279495,0.385,-0.340
2279496,0.345,-0.335
2279497,0.360,-0.340
2279498,0.350,-0.285
2279499,0.330,-0.265
2279500,0.325,-0.240
2279501,0.305,-0.200
2279502,0.310,-0.195
2279503,0.275,-0.170
2279504,0.240,-0.185
2279505,0.235,-0.225
2279506,0.190,-0.225
2279507,0.165,-0.200
2279508,0.130,-0.155
2279509,0.085,-0.150
2279510,0.075,-0.150
2279511,0.065,-0.125
2279512,0.085,-0.135
2279513,0.045,-0.145
2279514,0.055,-0.160
2279515,0.050,-0.135
2279516,0.035,-0.120
2279517,0.020,-0.155
2279518,0.030,-0.165
2279519,0.010,-0.160
2279520,-0.010,-0.160
2279521,-0.020,-0.200
2279522,-0.030,-0.180
2279523,-0.020,-0.210
2279524,-0.020,-0.215
2279525,-0.040,-0.210
2279526,-0.050,-0.220
2279527,-0.060,-0.235
2279528,-0.070,-0.255
2279529,-0.080,-0.270
2279530,-0.085,-0.305
2279531,-0.095,-0.345
2279532,-0.115,-0.355
2279533,-0.130,-0.360
2279534,-0.160,-0.360
2279535,-0.160,-0.360
2279536,-0.165,-0.355
2279537,-0.180,-0.320
2279538,-0.205,-0.350
2279539,-0.180,-0.325
2279540,-0.175,-0.300
2279541,-0.175,-0.280
2279542,-0.180,-0.330
2279543,-0.185,-0.365
2279544,-0.175,-0.380
2279545,-0.160,-0.345
2279546,-0.205,-0.310
2279547,-0.200,-0.295
2279548,-0.180,-0.275
2279549,-0.180,-0.250
2279550,-0.175,-0.250
2279551,-0.155,-0.225
2279552,-0.160,-0.200
2279553,-0.175,-0.160
2279554,-0.170,-0.145
2279555,-0.160,-0.145
2279556,-0.155,-0.175
2279557,-0.165,-0.190
2279558,-0.155,-0.215
2279559,-0.175,-0.180
2279560,-0.175,-0.190
2279561,-0.170,-0.155
2279562,-0.160,-0.165
2279563,-0.180,-0.170
2279564,-0.170,-0.170
2279565,-0.205,-0.155
2279566,-0.220,-0.160
2279567,-0.200,-0.165
2279568,-0.220,-0.185
2279569,-0.210,-0.220
2279570,-0.205,-0.255
2279571,-0.235,-0.295
2279572,-0.235,-0.330
2279573,-0.255,-0.335
2279574,-0.240,-0.340
2279575,-0.265,-0.315
2279576,-0.285,-0.295
2279577,-0.275,-0.280
2279578,-0.275,-0.280
2279579,-0.270,-0.245
2279580,-0.285,-0.275
2279581,-0.285,-0.325
2279582,-0.275,-0.335
2279583,-0.280,-0.285
2279584,-0.300,-0.290
2279585,-0.310,-0.270
2279586,-0.315,-0.270
2279587,-0.315,-0.250
2279588,-0.285,-0.250
2279589,-0.250,-0.195
2279590,-0.260,-0.175
2279591,-0.245,-0.190
2279592,-0.275,-0.215
2279593,-0.275,-0.220
2279594,-0.285,-0.205
2279595,-0.265,-0.170
2279596,-0.260,-0.155
2279597,-0.250,-0.160
2279598,-0.240,-0.110
2279599,-0.240,-0.130
2279600,-0.235,-0.115
2279601,-0.220,-0.130
2279602,-0.220,-0.130
2279603,-0.230,-0.140
2279604,-0.240,-0.170
2279605,-0.260,-0.170
2279606,-0.270,-0.165
2279607,-0.280,-0.180
2279608,-0.295,-0.200
2279609,-0.315,-0.200
2279610,-0.335,-0.240
2279611,-0.335,-0.265
2279612,-0.355,-0.270
2279613,-0.380,-0.250
2279614,-0.375,-0.255
2279615,-0.405,-0.235
2279616,-0.410,-0.225
2279617,-0.400,-0.185
